NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;latitude;longitude;result_address;result_score;result_type;result_id
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée de la Mytiliculture;Parvis de l'Eglise;17137;ESNANDES;www.maison-baiemaraispoitevin.fr;;Ouvert en juillet-août tous les jours de 10h à 18h, durant les vacances scolaires (toutes zones) et en septembre tous les jours de 10h à 12h30 et de 13h30 à 18h, de mai à juin et octobre (hors vacances) mercredi, samedi et dimanche de 14h à 18h;;46.249998;-1.112028;Rue de l'Église 17137 Esnandes;0.68;street;17153_0138_804c12
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Régional de Fouras;"B.P. 75
Place du Sémaphore";17450;FOURAS;http://musee.fouras.assoc.pagespro-orange.fr/;;Ouvert tous les samedis, dimanches et jours fériés de 14h30 à 17h30 hors saison, durant les vacances scolaires toutes zones du mardi au dimanche de 14h30 à 17h30, du 1er juin au 15 septembre de 10h à 12h et de 15h à 18h30 et le lundi après-midi;;;;;;;
POITOU-CHARENTES;CHARENTE-MARITIME;06/01/2002;NON;;;Musée Napoléonien et Africain;Rue Napoléon;17123;ILE D'AIX;www.musees-nationaux-napoleoniens.org/index.htm;1er janvier, 25 décembre;Ouvert du 1er avril au 30 septembre tous les jours de 9h30 à 12h et de 14h à 18h, du 1er au 31 octobre du mercredi au lundi de 9h30 à 12h et de 14h à 18h, du 1er novembre au 31 mars du mercredi au lundi de 9h30 à 12h et de 14h à 17h;;46.012163;-1.17493;Rue Napoléon 17123 Île-d'Aix;0.91;street;17004_0100_f4df04
POITOU-CHARENTES;CHARENTE-MARITIME;06/01/2002;NON;Inauguration 27/10/07;;Muséum d'Histoire Naturelle;28, Rue Albert 1er;17000;LA ROCHELLE;www.museum-larochelle.fr;25 décembre, 1er janvier et 1er mai;Ouvert d'octobre à mi mai du mardi au vendredi de 9h à 18h, samedi dimanche et jours fériés de 14h à 18h, 1er samedi du moi de 14h à 21h, 1er dimanche du mois de 9h à 18h, et de mi-mai à septembre du mardi au vendredi de 10h à 19h, samedi dimanche et jour;Premiers samedis de 10h à 21h de janvier à juin;46.164822;-1.151488;28 Rue Albert 1er 17000 La Rochelle;0.94;housenumber;17300_0130_dbf8cb
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Protestant;2, Rue Saint-Michel;17000;LA ROCHELLE;www.protestantisme-museelarochelle.fr;;Ouvert du 22 juin au 21 septembre du lundi au samedi de 14h30 à 18h, et sur rendez-vous en dehors de la saison;;46.159482;-1.150024;2 Rue Saint-Michel 17000 La Rochelle;0.93;housenumber;17300_7400_837383
POITOU-CHARENTES;CHARENTE-MARITIME;26/05/2002;OUI;;;Musée d'Orbigny-Bernon;2, Rue Saint-Côme;17000;LA ROCHELLE; www.alienor.org;;Ouvert du 1er octobre au 30 juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h30 à 17h, week-end de 14h à 18h et du 1erjuillet au 30 septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;46.160696;-1.155323;2 Rue Saint-Côme 17000 La Rochelle;0.93;housenumber;17300_7290_d7ec93
POITOU-CHARENTES;CHARENTE-MARITIME;26/05/2002;NON;;;Musée du Nouveau Monde;10, Rue Fleuriau;17000;LA ROCHELLE;www.alienor.org;;Ouvert du 1er octobre au 30 juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h30 à 17h, week-end de 14h à 18h et du 1erjuillet au 30 septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;46.161435;-1.151157;10 Rue Fleuriau 17000 La Rochelle;0.94;housenumber;17300_3180_55ecec
POITOU-CHARENTES;CHARENTE-MARITIME;26/05/2002;NON;;;Musée des Beaux-Arts;28, Rue Gargoulleau;17000;LA ROCHELLE;www.alienor.org;;Ouvert du 1er octobre au 30 juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h30 à 17h, week-end de 14h à 18h et du 1erjuillet au 30 septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;46.161969;-1.151552;28 Rue Gargoulleau 17000 La Rochelle;0.94;housenumber;17300_3520_b4659a
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;2008;;Musée Cappon;"62, Rue d'Aligre
BP 16";17230;MARANS;www.alienor.org;Jours fériés;Ouvert du 1er janvier au 31 mars et du 1er octobre au 31 décembre du lundi au mercredi et le vendredi de 9h30 à 12h30 et de 14h à 17h30 et le jeudi de 9h30 à 12h30, du 1er avril au 30 juin et en septembre du lundi au mercredi et le vendredi de 9h30 à 12h3;;46.309723;-0.991941;62 Rue d'Aligre 17230 Marans;0.76;housenumber;17218_0020_6fdf7e
POITOU-CHARENTES;CHARENTE-MARITIME;06/01/2002;NON;;Musée de la Marine Nationale de Paris;Musée National de la Marine;"Hôtel de Cheusses
1, Place de La Galissonnière";17300;ROCHEFORT;www.musee-marine.fr/rochefort;Du 16 décembre au 31 janvier, 1er mai (Hôtel de Cheusses) - Janvier, 1er mai 25 décembre pour l'Ancienne école de Médecine;"Ouvert tous les jours d'octobre à avril de 13h30 à 18h30 et de mai à juin de 10h à 18h30, de juillet à septembre de 10h à 20h pour l'Hôtel de Cheusses.
Visites guidées à 10h30 - Visites découvertes (30 mn) pour l'Ancienne école (14h, 15h, 16h)";Mai à septembre ouvert jusqu'à 20h;45.934947;-0.958113;1 Place de la Galissonnière 17300 Rochefort;0.65;housenumber;17299_0808_c8d9a2
POITOU-CHARENTES;CHARENTE-MARITIME;28/03/2002;NON;16/12/2006;;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;63-65 avenue de Gaulle;17300;ROCHEFORT;Site de la ville;Janvier, 1er mai, 25 décembre;Ouvert du 1er février au 14 juin et du 1er octobre au 31 décembre du mardi au vendredi de 10h30 à 12h30 et de 14h à 18h et le week-end de 14h à 18h. Du 15 juin au 30 septembre  du mardi au vendredi de 10h30 à 12h30 et de 14h à 19h et le week-end de 14h à ;;45.935539;-0.961839;Avenue Charles de Gaulle 17300 Rochefort;0.65;street;17299_0505_a574a4
POITOU-CHARENTES;CHARENTE-MARITIME;28/03/2002;OUI;;;Musée de la Maison de Pierre Loti;141, Rue Pierre Loti;17300;ROCHEFORT;www.maisondepierreloti.fr/;Janvier, 1er mai, 25 décembre;Ouvert de février à mai et d'octobre à décembre de 9h30 à 11h30 (groupes) de 14h à 16h (individuel);;45.934155;-0.962754;141 Rue Pierre Loti 17300 Rochefort;0.94;housenumber;17299_1450_6b934e
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Municipal des Cordeliers;9, Rue Régnaud;17400;SAINT-JEAN-D'ANGELY;www.angely.net;;Ouvert de mi septembre à mi juin du mercredi au vendredi de 14h à 18h samedi et dimanche et jours fériés de 15h à 18h30, et de mi juin à mi septembre du mardi au dimanche et jours fériés de 10h30 à 12h30 et de 14h30 à 19h, nocturne le samedi à 20h;Samedi jusqu'à 20h;45.942596;-0.523419;Rue Regnaud 17400 Saint-Jean-d'Angély;0.88;street;17347_1460_624f0b
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;Sept 2006 et en 2007;;Musée Ernest Cognacq;"Hôtel de Clerjotte
13, avenue Victor Bouthillier";17410;SAINT-MARTIN-DE-RE;www.musee-ernest-cognacq.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du 1er octobre au 31 mars de 10h à 12h et de 14h à 17h, le week-end et jours fériés de 14h à 17h - du 1er avril au 30 juin, et septembre de 10h à 13h et de 14h à 18h, le week-end et jours fériés de 14h à 18h en juillet-août de 10h à 19h;;46.2055;-1.365288;13 Avenue Victor Bouthillier 17410 Saint-Martin-de-Ré;0.68;housenumber;17369_1320_6f557f
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;OUI;Non prévue;;Musée du Présidial;28, Rue Victor Hugo;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;;;;45.746251;-0.632034;Rue Victor Hugo 17100 Saintes;0.85;street;17415_3730_287abb
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Archéologique;Esplanade André Malraux;17100;SAINTES;www.alienor.org;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h, le dimanche de 14h à 18h, du 1er octobre au 31 mars du mardi au samedi de 13h30 à 17h;;49.16182;-0.361097;Esplanade André Malraux 14000 Caen;0.57;street;14118_XXXX_5d2180
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée de l'Echevinage;29 ter, Rue Alsace-Lorraine;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h, le dimanche et jours fériés de 14h à 18h, du 1er octobre au 31 mars du mardi au dimanche de 13h30 à 17h;;-20.901199;55.456407;29TER Rue de la Colline 97400 Saint-Denis;0.34;housenumber;97411_XXXX_84e148
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Dupuy-Mestreau;4 rue Monconseil;17100;SAINTES;www.alienor.org;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h, le dimanche et jours fériés de 14h à 18h, du 1er octobre au 31 mars du mardi au dimanche de 14h à 17h, jours fériés de 14h à 17h;;45.743294;-0.634076;4 Rue Monconseil 17100 Saintes;0.92;housenumber;17415_2330_c4e35b
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;7 Avril 2006;;Musée de l'Ile d'Oléron;9, Place Gambetta;17310;ST-PIERRE D'OLERON;www.oleron-nature-culture.com ou www.alienor.org;1er janvier, 1er mai, 25 décembre;Ouvert du 1er novembre au 31 mars du mardi au dimanche de 14h à 18h, du 1er avril au 30 juin et du 1er septembre au 31 octobre tous les jours de 10h à 12h et de 14h à 18h,  juillet-août tous les jours de  10h à 19h;;45.942781;-1.307498;9 Place Gambetta 17310 Saint-Pierre-d'Oléron;0.82;housenumber;17385_0760_a18fe1
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée des Tumulus de Bougon;"Lieu dit ""La Chapelle""";79800;BOUGON;www.alienor.org ou www.deux-sevres.com/culture/musee-bougon/index.asp;Janvier sauf le dimanche;Ouvert le dimanche en janvier de 13h à 17h30, et de février à avril et d'octobre à décembre le mardi, jeudi et vendredi de 10h à 13h à 17h30 et le mercredi, samedi et dimanche de 13h à 17h30, et de mai à septembre de 10h à 18h30, le mercredi de 13h à 18h3;;;;;;;
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée Municipal;Place de l'Hôtel de Ville;79300;BRESSUIRE;www.alienor.org;Janvier;Ouvert samedi et dimanche de 14h à 18h. Sur rdv de 9h à 11h30 et de 13h30 à 17h;;46.841761;-0.493191;Place de l'Hôtel de Ville 79300 Bressuire;0.93;street;79049_1845_2a966c
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;Pas d'info;;Musée d'Histoire Naturelle;28, avenue de Limoges;79000;NIORT;;;;;46.321065;-0.454107;28 Avenue de Limoges 79000 Niort;0.95;housenumber;79191_3190_8a8ce8
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;;;Musée ethnographique et archéologique du Donjon;Rue Duguesclin;79000;NIORT;www.alienor.org;;Ouvert du mardi au dimanchei de 10h à 12h30 et de 14h à 18h du 1ermai au 15 septembre et de 10h à 12h30 et de 14h à 17h du 16 septembre au 30 avril (musée ouvert ponctuellement lors de expositions temporaires ou pendant les vacances scolaires);;46.329114;-0.509612;Rue du Moulin 79000 Niort;0.61;street;79191_3649_7964df
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;30/06/2006;;Musée Bernard d’Agesci;28, avenue de Limoges;79000;NIORT;www.agglo-niort.fr/-Musee-Bernard-d-Agesci;;Ouvert du mardi au dimanche de 10h à 17h du 16 septembre au 30 avril et de 10h à 18h du 1er mai au 15 septembre;;46.321065;-0.454107;28 Avenue de Limoges 79000 Niort;0.95;housenumber;79191_3190_8a8ce8
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée d'Art et d'Histoire Georges Turpin;1, Rue de la Vau Saint-Jacques;79200;PARTHENAY;www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm;Jours fériés;Ouvert du mercredi au vendredi de 10h à 12h et de 14h à 18h, le dimanche de 14h30 à 18h et le samedi de juin à septembre de 14h30 à 18h;Les premiers Vendredis de chaque mois jusqu'à 20h;46.652064;-0.24942;1 Rue de la Vau Saint-Jacques 79200 Parthenay;0.93;housenumber;79202_1830_ff2b92
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;Fermeture définitive;;Musée - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;http://museeruralies.free.fr;;;;;;;;;
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée Henri Barré;"Mairie de Thouars
B.P. 183";79103;THOUARS;www.ville-thouars.fr/vah/;;Ouvert en avril, mai et octobre les week-ends et jours fériés de 14h30 à 18h30, du 1er juin au 30 septembre du mardi au dimanche de 14h30 à 18h30. Visite guidée sur rdv toute l'année;;;;;;;
POITOU-CHARENTES;VIENNE;01/02/2003;OUI;Indéterminée;;Musée Municipal de l'Hôtel de Sully;14, Rue Sully;86100;CHATELLERAULT;www.alienor.org;;;;46.815984;0.542083;14 Rue Sully 86100 Châtellerault;0.93;housenumber;86066_3920_6e0549
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée de la Moto, de l'Automobile et du Vélo;"La Manu
3, Rue Clément Krebs";86100;CHATELLERAULT;www.alienor.org;Janvier, 1er mai, le 25 décembre;Ouvert du 1er février au 30 juin et du 22 septembre au 31 décembre du mercredi au dimanche de 14h à 18h, du 1er juillet au 21 septembre  du mercredi au lundi de 10h à 12h et de 14h à 18h. Ouverture le lundi toute la journée, du mercredi au samedi le matin;;46.81393;0.536238;3 Rue Clément Krebs 86100 Châtellerault;0.78;housenumber;86066_1200_5d0f7e
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée des Traditions Populaires et d'Archéologie;"3, Rue St-Pierre
B.P. 64";86300;CHAUVIGNY;www.chauvigny-patrimoine.fr;20 décembre au 3 janvier;Ouvert de novembre à mars samedi et dimanche de 14h à 18h30, du 1er avril au 14 juin et 1er septembre au 31 octobre tous les jours 14h à 18h, du 15 juin au 31 août du lundi au vendredi de 10h à 12h30 et de 14h30 à 18h30, le samedi de 14h30 à 18h30, le dim;;46.570457;0.648858;3 Rue Saint-Pierre 86300 Chauvigny;0.66;housenumber;86070_3090_01b847
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée Municipal de Civray;"Office du tourisme
Place du Général Leclerc";86400;CIVRAY;;;Ouvert en juillet-août du lundi au samedi de 9h30 à 12h30 et de 14h à 18h, le reste de l'année mardi, vendredi de 9h30 à 12h30 et de 14h à 18h samedi de 9h30 à 12h30 de mars à juin, septembre et novembre lundi et jeudi de 9h30 à 12h30 et de 14h à 18h;;;;;;;
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée Charbonneau-Lassay;Rue du Martray;86200;LOUDUN;www.alienor.org;;Ouvert mercredi, samedi et dimanche de 15h à 18h, vacances de Pâques, juillet-août du mercredi au lundi de 15h à 19h;;47.010038;0.075488;Rue du Martray 86200 Loudun;0.92;street;86137_0760_495977
POITOU-CHARENTES;VIENNE;24/01/2006;NON;2 juin 2010;;Musée de Préhistoire Raymond Touchard;"La Sabline
21, Route de Montmorillon
 BP 23
B.P. 23";86320;LUSSAC-LES-CHATEAUX;www.lasabline.fr ou www.lussac-les-chateaux.fr;1er janvier, 1er Mai, 8 Mai, 1er et 11 novembre et  25 décembre;Ouvert de janvier à mars, d'octobre à décembre le mercredi et samedi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre mercredi et samedi de 10h à 12h et de 14h à 17h et jeudi, vendredi et dimanche de 14h à 17h, en juillet-août du mardi au dimanch;;46.40347;0.725699;21 Route de Montmorillon 86320 Lussac-les-Châteaux;0.62;housenumber;86140_0375_11f64f
POITOU-CHARENTES;VIENNE;01/02/2003;OUI;Projet en cours;;Musée Municipal de la Maison-Dieu;6, Rue des Augustins;86500;MONTMORILLON;www.montmorillon.fr;;;;46.421876;0.863517;6 Rue des Augustins 86500 Montmorillon;0.93;housenumber;86165_0060_4336c1
POITOU-CHARENTES;VIENNE;06/01/2002;OUI;Indéterminée;;Musée de l'hypogée des Dunes;101 Rue du Père-de-la-Croix;86000;POITIERS;www.musees-poitiers.org;;;;46.575749;0.359509;101 Rue du Père de la Croix 86000 Poitiers;0.94;housenumber;86194_3210_6e999f
POITOU-CHARENTES;VIENNE;06/01/2002;OUI;Pas d'infos;;Musée Rupert de Chièvres;9, Rue Victor Hugo;86000;POITIERS;www.musees.poitiers.org ou www.alienor.org;;;;46.580602;0.337972;9 Rue Victor Hugo 86000 Poitiers;0.94;housenumber;86194_4740_a5002b
POITOU-CHARENTES;VIENNE;06/01/2002;NON;;;Musée Sainte-Croix;3 bis, Rue Jean Jaurès;86000;POITIERS;www.musees-poitiers.org ou www.alienor.org;Jours fériés sauf 11 novembre, jeudi de l'Ascension, 14 juillet et 15 août;Ouvert du 1er octobre au 31 mai le mardi de 10h à 17h, du mercredi au vendredi de 10h à 12h et de 13h15 à 17, le samedi et dimanche de 14h à 18h, du 1er juin au 30 septembre du mardi au vendredi de 10h à 12h et de 13h15 à 18h, le samedi et dimanche de 10h;Mardi jusqu'à 20h de juin à août;46.581133;0.34448;3BIS Rue Jean Jaurès 86000 Poitiers;0.87;housenumber;86194_2140_1d5747
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Collection d'Histoire Naturelle;"1, Place de la Cathédrale
B.P. 80964";86038;POITIERS Cedex;www.maison-des-sciences.org/;;Ouvert du mardi au vendredi de 9h30 à 18h30, samedi, dimanche, lundi et certains  jours fériés de 14h à 18h30;;46.581791;0.34942;1 Place de la Cathédrale et du Cardinal Pie 86000 Poitiers;0.49;housenumber;86194_XXXX_ee9ce5
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée du baptistère Saint-Jean;"Société des Antiquaires de l'Ouest
B.P. 179";86004;POITIERS Cedex;www.musees-poitiers.org ou www.alienor.org;25 décembre, 1er janvier, 1er mai;Ouvert du 1er avril au 30 septembre de 10h30 à 12h30 et de 15h à 18h du mercredi au lundi en juillet-août tous les jours de 10h30 à 12h30 et de 15h à 18h et du 1er octobre au 31 mars tous les jours de 14h30 à 16h30;;;;;;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée de la vallée;"Villa ""La Sapinière""
10, Avenue de la Libération";04400;BARCELONNETTE;site de la ville - www.barcelonnette.com;Du 19 novembre au 19 décembre inclus et 1er mai, 25 décembre et 1er janvier;Ouvert du mercredi au samedi de 14h30 à 18h hors vacances scolaires. Du 15 juin au 6 juillet et du 1er au 14 septembre du mercredi au dimanche de 14h30 à 18h, du 7 juillet au 31 août tous les jours de 10h à 12h et de 14h30 à 18h30;;44.387609;6.655077;10 Avenue de la Libération 04400 Barcelonnette;0.66;housenumber;04019_0300_2f98d5
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;2003;;Musée Gassendi;64, Bd Gassendi;04000;DIGNE-LES-BAINS;www.musee-gassendi.org;Entre Noël et le Jour de l'an et les jours fériés en hiver;Ouvert du mercredi au lundi du 1er avril au 30 septembre de 11h à 19h et du 1er octobre au 31 mars de 13h30 à 17h30;;44.092825;6.235477;Boulevard Gassendi 04000 Digne-les-Bains;0.69;street;04070_0710_3776c9
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;?;;Musée Municipal;1, Place du Bourguet;04300;FORCALQUIER;www.ville-forcalquier.fr/service-culturel.html;;Ouvert 3 jours par semaine, lundi, mercredi et vendredi de 15h à 18h uniquement en été;;43.959969;5.780363;1 Place du Bourguet 04300 Forcalquier;0.93;housenumber;04088_0100_21586a
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée de Salagon;Prieuré de Salagon;04300;MANE;www.musee-de-salagon.com;A partir du 16 décembre et en janvier;Ouvert tous les jours de février à avril, octobre à 15 décembre de 14h à 18h, en mai et septembre de 10h à 19h, de  juin à août de 10h à 20h;;43.933685;5.760073;Le Prieure 04300 Mane;0.55;locality;04111_B034_e20554
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;Printemps 2014;;Musée de la Faïence;Espace Christiane Vivier;04360;MOUSTIERS-STE-MARIE;http://www.moustiers.eu/?Le-musee#;Janvier;Ouvert tous les jours en juillet-août de 10h à 12h30 et de 14h à 19, d'avril à octobre du mercredi au lundi de 10h à 12h30 et de 14h à 18h, de novembre à décembre et de février à mars de 14h à 17h les week-ends et vacances scolaires zone B;;;;;;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée départemental de préhistoire;Route de Montmeyan;04500;QUINSON;www.museeprehistoire.com;16 décembre au 31 janvier inclus;Ouvert en février-mars de 10h à 18h, avril à juin de 10h à 19h, juillet-août tous les jours de 10h à 20h, septembre de 10h à 19h, octobre à mi-décembre de 10h à 18h;jusqu'à 20h en juillet-août;43.709921;6.039802;Route de Montmeyan, COULOUBRIE 04500 Quinson;0.67;locality;04158_B008_860052
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;2007 nouveau musée;;Musée Archéologique;Mairie de Riez;04500;RIEZ-LA-ROMAINE;;;Fermé pour travaux en 2012;;43.81739;6.093211;Place de la Mairie 04500 Riez;0.5;street;04166_0100_8a560b
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée du vieux Sisteron;"Place de la République
B.P. 100";04200;SISTERON;;;Ouvert en juillet-août du mardi au samedi de 10h à 12h et de 14h à 18h30;;;;;;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée archéologique;Mairie de Vachères;04110;VACHERES;;Janvier;Ouvert tous les jours de 15h à 18h en juillet-août et d'avril au 11 novembre le mercredi et dimanche. Toute l'année sur rdv;;43.955752;5.644228;Les Blaches 04110 Vachères;0.45;locality;04227_B004_2da817
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Histoire et d'Archéologie;"Direction des musées
4, rue des Cordiers";06600;ANTIBES;www.antibes-juanslespins.com/fr/culture/musees;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au dimanche du 16 septembre au 14 juin de 10h à 13h et de 14h à 17h et du 15 juin au 15 septembre de 10h à 12h et de 14h à 18h;jusqu'à 20h les mercredis et vendredis en juillet-août;43.582877;7.125853;4 Rue des Cordiers 06600 Antibes;0.55;housenumber;06004_0820_66c1bf
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;18 juillet 2008;;Musée Picasso;"Direction des musées
4, rue des Cordiers";06600;ANTIBES;www.antibes-juanlespins.com;1er janvier, le 1er mai, le 1er novembre et le 25 décembre;Ouvert du 16 septembre au 14 juin de 10h à 12h et de 14h à  18h, du  15 juin au 15 septembre de 10h à 18h. Nocturnes en juillet et août le mercredi et le vendredi jusqu’à 20h;mercredi et vendredi jusqu'à 20h en juillet-août;43.582877;7.125853;4 Rue des Cordiers 06600 Antibes;0.55;housenumber;06004_0820_66c1bf
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Histoire Locale;9, Rue Saint-Sébastien;06410;BIOT;http://musee-de-biot.fr/;;Ouvert de juillet à septembre de 10h à 18h du mardi au dimanche. En hiver de 10h à 18h les jeudi et vendredi et de 14h à 18h les mercredi, samedi et dimanche;;43.627369;7.098469;9 Rue Saint-Sébastien 06410 Biot;0.91;housenumber;06018_0740_f1e637
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;06/01/2002;NON;Juin 2008;;Musée Fernand Léger;Chemin Val de Pome;06410;BIOT;www.musee-fernandleger.fr ou http://www.musees-nationaux-alpesmaritimes.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 10h à 17h de novembre à avril et de 10h à 18h de mai à octobre;;43.62084;7.112018;Chemin du Val de Pome 06410 Biot;0.83;street;06018_0830_e8ae0f
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;25 Juillet 2013;;Musée Renoir;Chemin des Collettes;06800;CAGNES-SUR-MER;www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm;1er janvier, 1er mai, 25 décembre et une semaine en décembre;Ouvert d'octobre à mars du mercredi au lundi de 10h à 12h et de 14h à 17h, d'avril à mai de 10h à 12h et de 14h à 18h, de juin à septembre de 10h à 18h;;43.67428;7.154955;Chemin des Collettes 06800 Cagnes-sur-Mer;0.93;street;06027_0840_a11bd6
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée-Château de Cagnes;"7, Place Grimaldi
Haut de Cagnes";06800;CAGNES-SUR-MER;Site de la ville;1er janvier, 25 décembre - une semaine au début de décembre;Ouvert d'octobre à mars du mercredi au lundi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre de 10h à 12h et de 14h à 18h, en juillet-août de 10h à 13h et de 14h à 18h;;43.666892;7.145213;7 Place Grimaldi 06800 Cagnes-sur-Mer;0.66;housenumber;06027_1500_dd3a39
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée de la Castre;Le Suquet;06400;CANNES;Site de la ville;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à mars de 10h à 13h et de 14h à 17h, d'avril à juin et septembre de 10h à 13h et de 14h à 18h, juillet-août tous les jours de 10h à 19h;Mercredi jusqu'à 21h en juin, juillet, août et septembre;43.551506;7.010014;Rue du Suquet 06400 Cannes;0.72;street;06029_3885_caa0c2
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée de la Mer;Ile-Sainte-Marguerite;06400;CANNES;Site de la ville;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à mars de 10h30 à 13h15 et de 14h15 à 16h45, d'avril à mai de 10h30 à 13h15 et de 14h15 à 17h45, de juin à septembre tous les jours de 10h à 17h45;;43.5204;7.045113;Ile Sainte-Marguerite 06400 Cannes;0.92;locality;06029_B010_5bdf66
